TURN,5.2,1.08,1.9,1.5,-0.75,-0.75
FLWS,-0.04,-0.09,-0.02,-0.01,-0.01,-0.04
VNET,-0.06,-0.23,-0.18,-0.2,-0.39,0.01
TWOU,-0.15,-0.12,-0.13,-0.13,-0.08,-0.08
JOBS,-0.15,-0.17,-0.12,-0.22,-0.37,-0.21
EGHT,-0.09,-0.12,-0.14,-0.13,-0.43,-0.21
AAON,-0.02,-0.02,-0.03,-0.01,-0.03,-0.03
ABEO,2.0,-25.0,-5.0,-9.0,-4.0,-3.6
ABIL,-0.17,-0.17,0.1,0.18,0.33,-2.0
ABMD,-0.09,0.31,-0.12,-0.14,-0.14,-0.02
AXAS,-0.14,-0.25,-2.0,-2.16,-0.26,-0.59
ACIU,-0.59,0.97,-0.62,-0.04,-0.2,-0.27
ACIA,0.01,0.08,0.06,-0.06,-0.23,-0.23
ACTG,-0.4,-0.53,-1.2,-0.58,-0.03,-2.34
ACHC,-0.03,-0.07,-0.13,-0.07,-0.2,-0.2
ACAD,-0.2,-0.2,-3.59,-0.57,-0.35,-0.35
ACST,-5.0,-5.0,-5.0,-5.0,-5.0
AXDX,-5.0,-5.0,-5.0,-2.0,1.0
XLRN,0.13,-1.11,-0.43,-2.38,-1.71,-1.71
ARAY,-0.09,-0.06,-0.15,-0.08,-0.1,-0.06
ACRX,0.2,-0.21,-0.82,-2.75,-9.0,-9.0
ACER,-1.0,-0.33,0.33,0.33,0.33,0.33
ACHV,-0.33,-0.44,2.0,2.0,2.0,2.0
ACHN,2.0,-0.17,0.27,0.27,0.27,0.27
ACIW,-0.08,-0.09,0.03,-0.14,-0.11,-0.11
ACRS,-0.11,-0.11,-0.11,-0.11,-7.0,-3.57
ACMR,-3.57,-3.57,0.06,0.19,0.22,0.2
ACOR,-0.14,-0.05,-0.13,-0.54,-0.25,-0.25
ATVI,-0.06,-0.1,-0.06,-0.18,-0.28,-0.28
ADMS,-0.29,-2.5,-12.0,-22.0,-0.79,-0.79
ADMP,-0.79,-0.79,-0.79,0.33,-0.85,-0.57
ADAP,-0.57,-50.0,1.0,-1.71,-0.42,-0.42
ADUS,-0.03,0.02,0.02,0.03,-0.09,-0.04
AEY,0.03,-0.05,-0.1,-0.06,-0.23,-0.22
IOTS,-0.14,-0.2,-0.02,-0.16,-0.11,-0.04
ADMA,-0.33,-0.43,-0.18,-0.3,-0.18,-0.18
ADBE,-0.25,-0.18,-0.18,-0.17,-0.32
ADOM,-0.32,-0.32,-0.32,-0.32,-1.2,-1.2
ADTN,-0.02,0.0,-0.01,0.1,-0.14,-0.14
ADRO,-2.77,-2.66,-0.1,-0.18,-1.73,-1.73
ADES,-0.46,2.59,-0.03,2.27,1.11,6.0
AEIS,-0.01,-0.05,-0.63,0.02,-0.07,-0.07
AMD,-0.06,-0.11,-0.14,-0.0,0.0
ADVM,-19.0,-6.0,-76.0,-5.5,-9.5,-9.5
AEGN,-0.09,-0.1,-0.04,-0.1,-0.03,-0.03
AGLE,-0.03,0.0,-0.6,-0.4,-3.0,-3.0
AEHR,0.05,-0.5,-0.07,-0.11,0.07,0.0
AMTX,-0.12,-0.07,-0.18,-0.11,-0.14,-0.14
AERI,-0.14,-0.14,-0.14,-0.14,-3.33,-3.33
AVAV,-0.06,-0.14,0.03,0.08,-0.18,0.06
AEZS,4.5,4.5,-16.0,4.0,6.0,0.15
AEMD,-5.5,-2.0,-1.0,-1.0,-1.0
AFMD,-4.0,3.67,-0.12,0.0,-2.0,-2.5
AGEN,-3.33,-0.57,-1.64,-2.04,-0.63,-0.67
AGYS,0.17,-0.09,-0.09,-0.12,-0.12,-0.12
AGIO,0.08,-0.69,-3.39,-0.7,-0.45,-0.45
AGNC,-0.86,20.16,-3.43,-1.0,-0.58,-0.58
AGNCB,20.16,-3.43,-1.0,-0.58,-4.3,-4.3
AGNCN,20.16,-3.43,-1.0,-0.58,-4.3,-4.3
AGFS,-4.3,-0.89,-0.07,-0.18,-0.18
AIRT,0.02,-0.05,0.01,0.03,0.01,0.03
ATSG,-0.2,-0.21,-0.22,-0.2,-0.26,-0.26
AIRG,-0.26,0.08,-0.07,-0.02,0.02,0.02
AMCN,-0.04,-0.1,4.38,2.24,-4.04,-2.29
AKAM,-0.16,-0.2,-0.24,-0.23,-0.26,-0.26
AKTX,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26
AKCA,-0.26,-0.26,-0.26,-1.35,-2.92
AKBA,-2.92,-2.92,-2.92,-97.0,-0.12,-0.12
AKER,0.25,0.25,-2.0,0.33,-0.25,-0.67
AKRX,0.01,-0.15,0.01,-0.33,-0.48,-0.48
AKTS,-0.48,-0.48,-0.48,-0.48,-0.48,-4.0
ALRM,-0.01,-0.07,-0.03,-0.08,-0.09,-0.09
ALSK,-0.17,0.0,-0.15,-0.16,-0.2,-0.2
ALBO,-0.2,-0.2,-0.2,-0.2,-1.46,-1.46
ABDC,2.18,1.27,-0.54,0.44,-1.42
ALDR,1.04,1.04,1.04,-31.0,-31.0,-31.0
ALCO,-0.21,-0.12,-0.16,-0.28,-0.07,-0.19
ALGN,-0.11,-0.11,-0.05,-0.14,-0.08,-0.08
ALIM,-4.0,-1.5,0.64,-0.24,-0.25,-0.25
ALJJ,-0.25,0.01,0.0,-0.01,-0.03,-0.03
ALKS,-0.07,-0.3,-0.19,-0.2,-0.22,-0.22
ALGT,-0.16,-0.11,-0.09,-0.13,-0.12,-0.12
ARLP,-0.11,-0.18,-0.19,-0.14,-0.16,-0.16
LNT,-0.15,-0.15,-0.14,-0.15,-0.0,-0.0
AHPI,-0.03,-0.09,-0.06,-0.03,-0.03,-0.06
AMOT,-0.02,-0.04,-0.02,-0.07,-0.0,-0.0
ALQA,-2.4,-0.27,-0.56,-0.75,1.0,1.0
ALLT,0.13,-0.15,-0.24,-0.06,-0.22,-0.22
MDRX,-0.12,-0.15,-0.17,-0.24,0.2,0.2
AOSL,-0.13,-0.11,-0.13,-0.08,0.03,-0.02
GOOG,-0.12,-0.13,-0.18,-0.22,-0.13,-0.13
GOOGL,-0.12,-0.13,-0.18,-0.22,-0.13,-0.13
ATEC,-0.44,0.03,-1.02,-0.17,0.07,0.09
ALPN,0.09,0.09,0.09,0.09,4.5,-5.0
AABA,1.43,-0.4,-0.28,1.56,1.56
ALTR,1.56,0.0,-0.04,-0.35,-0.06,-0.06
ALT,-0.28,-0.2,0.0,-1.6,-2.36,-1.27
ASPS,-0.06,-0.15,-0.1,0.26,-0.09,-0.09
AIMC,-0.05,-0.07,-0.07,-0.03,-0.07,-0.07
AMAG,1.01,-0.15,-0.47,-0.5,-0.27,-0.27
AMRN,0.3,-0.37,-0.11,-0.19,-0.09,-0.09
AMZN,-0.08,-0.11,-0.1,-0.09,-0.16
AMBA,-0.05,-0.0,-0.15,-0.18,-0.22,-0.25
AMCX,-0.05,-0.0,-0.09,0.03,-0.05,-0.05
DOX,-0.08,-0.09,-0.06,-0.05,-0.05,-0.04
AMED,0.07,-0.09,-0.02,-0.05,-0.06,-0.06
UHAL,-0.13,-0.15,-0.17,-0.18,-0.04,-0.16
AMRH,-0.16,-0.16,0.15,0.0,-0.12,0.11
ATAX,-0.04,0.12,0.15,0.2,1.67,1.67
AMOV,-0.14,-0.23,-0.14,-0.23,-0.18,-0.17
AAL,-0.0,0.03,-0.1,-0.07,-0.04,-0.04
AETI,0.08,-0.05,-0.1,0.0,-0.02,0.02
AOBC,-0.0,-0.12,-0.1,0.0,-0.07,-0.11
APEI,-0.06,-0.08,-0.1,-0.09,-0.06,-0.06
AMSWA,-0.08,-0.02,-0.07,-0.05,0.04,-0.08
AMSC,-0.51,-0.23,-0.19,-0.21,-0.17,-0.25
AMWD,-0.03,-0.03,-0.01,-0.01,-0.02,-0.06
CRMT,-0.0,0.03,-0.0,0.02,0.04,0.03
AMGN,-0.17,-0.1,-0.11,-0.4,-0.12,-0.12
FOLD,-17.0,-17.0,-9.8,-1.86,-0.54,-0.54
AMKR,-0.15,-0.18,-0.15,-0.09,-0.12,-0.12
AMPH,-0.08,-0.15,-0.06,-0.11,-0.14,-0.17
ASYS,-0.04,0.02,0.03,-0.02,-0.01,-0.19
AMRS,-3.15,2.02,-3.91,-0.22,0.2,-0.52
ADI,-0.08,-0.06,-0.12,-0.08,-0.15,-0.14
ANAB,-0.69,0.28,0.29,-1.1,-2.6,-2.6
ANGI,-0.05,-0.05,-0.03,-0.2,-0.13,-0.13
ANGO,-0.06,-0.08,-0.25,-0.15,-0.08
ANIP,0.12,-0.03,-0.18,-0.23,-0.26,-0.26
ANIK,-0.02,-0.09,0.09,-0.08,-0.15,-0.15
ANSS,-0.14,-0.12,-0.09,-0.16,-0.05,-0.05
ATRS,-0.33,0.15,-0.17,0.11,0.16,0.16
APOG,-0.03,-0.02,-0.06,-0.03,-0.04,-0.04
APEN,0.75,-0.4,1.0,-0.43,-0.22,-0.19
AINV,1.25,0.11,-3.39,-4.19,-0.83,-0.2
AMEH,-1.12,-0.4,-0.06,-0.16,-0.02,-0.29
APPF,-0.19,-0.12,-0.19,-0.13,-0.08,-0.08
APPN,-0.21,-0.05,-0.03,-0.12,-0.18
AAPL,-0.11,-0.12,-0.09,-0.07,-0.07,-0.06
ARCI,0.01,-0.02,0.0,-0.04,-0.02,2.2
APDN,-1.33,-0.56,-0.5,-1.2,-1.25,-1.5
AGTC,-2.0,-4.0,-2.5,-1.53,0.79,0.81
AMAT,-0.08,0.02,-0.07,-0.01,-0.03,0.05
AAOI,-0.02,0.14,-0.1,-0.03,-0.06,-0.06
AREX,-0.3,-0.48,-2.11,-0.87,-1.42,-0.1
APVO,-0.1,-0.09,-0.29,-2.08,3.27,0.55
AQB,0.55,0.55,0.55,0.55,0.55,0.55
AQXP,0.55,0.55,0.55,0.55,0.0,0.0
PETX,-7.0,-46.0,-0.59,-0.38,-0.11,-0.11
ABUS,-1.8,-0.24,-326.0,-3.18,1.83,1.83
ARCW,-0.07,-0.04,-0.08,-0.13,-0.15,-0.14
RKDA,-0.5,-0.43,-0.6,-1.0,-0.5,-1.0
ARCB,-0.04,-0.04,-0.03,-0.03,-0.06,-0.06
FUV,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06
ARCE,-0.06,-0.06,0.17,0.21,-0.08,-0.21
ARCT,-0.21,-0.21,-0.21,-0.21,-0.85,-1.6
ARDX,-0.5,1.75,1.75,0.02,-7.0,-7.0
ARNA,1.08,-0.26,0.31,-1.14,5.72,5.72
ARCC,1.26,0.02,-0.23,2.34,0.41,0.41
ARKR,-0.05,-0.04,-0.03,-0.04,-0.03,-0.04
ARTX,-0.04,-0.07,-0.06,0.02,0.01
ARQL,0.82,0.73,0.0,0.0,-0.08,-0.08
ARRY,-0.31,0.29,-0.17,-0.52,-0.16,-0.07
ARWR,-0.07,-0.07,-0.07,-0.32,-0.44,-3.51
ARTNA,-0.19,-0.11,-0.22,-0.22,-0.27,-0.2
ARTW,-0.03,-0.04,-0.14,-0.14,-0.1,-0.1
ASNA,-0.05,-0.14,-0.07,-0.21,-0.05,-0.05
ASND,-0.1,0.57,1.25,-1.8,-14.5,-14.5
ASCMA,-0.52,-0.5,-0.52,-0.49,-0.44,-0.78
APWC,-0.03,-0.02,-0.04,-0.02,0.06,-0.03
ASML,0.03,-0.1,-0.03,0.04,-0.04,-0.04
ASPU,-0.25,-0.2,0.0,0.0,-0.05,-0.06
AZPN,-0.29,-0.17,-0.03,-0.04,-0.12,-0.27
ASMB,-0.27,-0.27,-0.27,-5.0,-1.73,-1.73
ASFI,0.24,0.55,0.05,-0.05,0.0,0.12
ASTE,0.04,0.02,0.0,-0.07,-0.0,-0.01
ATRO,-0.07,-0.02,-0.0,-0.03,-0.01,-0.01
ALOT,0.1,0.05,-0.03,-0.03,-0.01,0.01
ASUR,-0.16,-0.11,-0.19,0.03,-0.11,-0.09
ASV,-0.09,-0.09,0.05,-0.03,-0.05,0.02
ATAI,-0.12,-0.03,-0.07,-0.09,-0.15,-0.16
ATNX,-0.16,-1.21,-1.9,-1.29,-0.09,-0.09
ATHX,-4.0,2.0,-0.17,-0.24,-2.0,-0.08
AY,-0.21,-0.64,-0.35,-0.49,-0.34,-0.34
ATLC,0.08,0.17,0.01,-0.4,-0.14,-0.13
AAWW,-0.09,-0.2,-0.1,-0.05,-0.06,-0.06
TEAM,-0.26,-0.28,-0.28,-0.39,-0.49,-0.61
ATNI,-0.09,-0.34,-0.22,-0.24,-0.21,-0.21
ATOM,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21
ATOS,-2.0,-4.0,-4.0,-4.0,-4.0,-4.0
ATRC,-0.07,0.06,-0.15,-0.12,-0.1,-0.1
ATRI,-0.02,-0.08,-0.06,-0.07,-0.06,-0.06
ATTU,-0.04,-0.14,-0.19,-0.19,-0.1,-0.06
AUDC,-0.07,-0.04,-0.13,-0.01,-0.09,-0.07
AUPH,2.0,2.0,2.0,2.0,2.0,2.0
ADSK,-0.15,-0.25,-0.3,-0.37,-0.28,-0.19
ADP,-0.02,-0.04,-0.03,-0.03,-0.07,-0.08
AUTO,-0.05,-0.05,-0.09,-0.54,-0.29,-0.29
AVDL,-1.0,-4.93,-0.25,-0.4,0.29,0.27
AVEO,0.06,0.16,1.33,-5.75,4.0,4.0
AVNW,-0.06,-0.05,-0.11,-0.04,-0.02,0.0
CDMO,-0.41,-0.32,-0.52,-0.36,0.21,0.15
CDMOP,-0.32,-0.52,-0.36,0.21,0.09,0.33
AVID,0.05,0.05,0.07,0.19,-0.05,-0.04
AVGR,-0.91,-0.55,-0.16,-1.5,-1.25,-1.25
CAR,-0.28,-0.27,-0.28,-0.26,-0.27,-0.27
AVT,0.01,-0.0,0.01,0.05,-0.02,-0.02
AWRE,-0.04,-0.1,0.0,-0.19,0.0,0.0
ACLS,0.02,-0.01,0.07,0.17,0.19
AXGN,-0.47,0.0,-0.07,-0.02,-0.05,-0.05
AAXN,-0.1,-0.09,-0.13,-0.0,-0.04,-0.04
AXTI,-0.09,0.01,0.07,0.07
AYTU,1.2
BCOM,-0.42,-0.42,-0.34,-0.37,-0.35,-0.4
RILY,0.22,-0.18,-0.31,0.29,0.29,0.29
BOSC,0.29,-0.04,0.0,0.0,0.03,0.03
BIDU,-0.1,-0.1,0.21,-0.15,-0.17,-0.07
BCPC,-0.06,-0.08,-0.09,-0.04,-0.06,-0.06
BLDP,-0.1,0.34,-0.21,0.02,0.05,0.05
BAND,0.05,-0.02,0.11,-0.06,-0.03,-0.03
BZUN,-0.02,0.0,0.01,0.02,0.09,0.09
BBSI,-0.15,-0.1,-0.07,-0.1,-0.03,-0.03
BSET,-0.06,-0.03,-0.05,-0.04,-0.05,-0.05
BECN,-0.0,-0.02,-0.01,-0.05,-0.07,-0.03
BBGI,-0.08,0.39,-0.08,0.22,0.25,0.25
BBBY,-0.03,-0.02,-0.01,-0.03,-0.04,-0.06
BGNE,-0.69,-1.89,-29.0,-0.45,-0.64,-0.64
BELFA,-0.03,-0.08,-0.21,-0.07,0.02,0.02
BELFB,-0.03,-0.08,-0.21,-0.07,0.02,0.02
BLCM,-13.5,-13.5,-13.5,-13.5,-23.0,-23.0
BNFT,-0.32,-0.16,-0.07,-0.08,-0.24,-0.24
BGFV,-0.01,-0.02,-0.06,0.0,-0.03,-0.03
BASI,-0.12,-0.04,-0.2,0.0,-0.12,-0.13
BIOC,-0.13,-0.13,-2.0,-0.67,-0.4,-0.33
BCRX,-0.43,-0.62,-0.08,-1.0,-0.38,-0.38
BDSI,-0.64,-0.71,-0.81,0.6,-0.18,-0.18
BFRA,0.0,-1.0,-0.25,0.0,-0.25,-0.11
BIIB,-0.0,-0.02,-0.07,-0.16,-0.13,-0.13
BIOL,-0.06,-0.04,-0.08,0.02,-0.17,-0.17
BLFS,-0.11,0.0,0.17,-0.38,-0.36,-0.06
BMRN,-0.08,0.06,-0.36,-0.08,-0.1
BMRA,0.2,0.0,-0.2,0.0,0.0,0.0
BPTH,0.0,0.0,0.0,0.0,0.0,0.0
BIOS,-0.02,-0.12,-0.24,0.0,-0.08,-0.04
BSTC,0.0,-0.07,-0.04,-0.19,-0.07,0.03
TECH,-0.07,-0.07,-0.08,-0.12,-0.07,-0.11
BEAT,-0.11,-0.04,0.07,-0.14,-0.08,-0.08
BJRI,-0.09,-0.09,-0.09,-0.06,-0.07,-0.07
BLKB,-0.13,-0.14,-0.15,-0.14,-0.18,-0.18
BL,-0.18,-0.5,-0.31,-0.28,-0.25,-0.31
TCPC,4.18,0.28,1.15,1.99,1.11,1.11
BLNK,1.11,-5.33,-0.75,-1.67,-24.0,12.0
BCOR,-0.16,-0.59,-0.33,-0.09,-0.1,-0.1
BLBD,-0.1,-0.01,-0.02,-0.02,-0.02,0.0
BLUE,0.44,-4.93,-12.33,-1.57,-2.6,-2.6
BKEP,-0.16,-0.31,-0.33,-0.19,-0.24,-0.24
BKEPP,-0.16,-0.31,-0.33,-0.19,-0.24,-0.24
BPMC,-0.24,-1.91,-1.68,-1.33,-1.38,-1.38
BMCH,0.03,-0.01,-0.0,-0.02,-0.01,-0.01
WIFI,-0.34,-0.86,-0.89,-0.57,-0.37,-0.37
BNSO,-0.0,-0.07,-0.04,0.0,-0.25,-0.25
BKNG,-0.06,-0.06,-0.06,-0.17,-0.18,-0.18
BRQS,-0.18,-0.18,-0.18,-0.18,0.01,0.0
BOMN,0.0,0.0,0.0,-0.5,-0.33,-0.36
EPAY,-0.24,-0.3,-0.25,-0.27,-0.17,-0.21
BOXL,-0.21,-0.33,-0.67,-0.2,-0.23,-0.23
BLIN,-0.08,-0.74,-0.31,-0.06,-0.43,-0.83
BRID,-0.1,-0.02,-0.01,0.02,0.02,-0.01
BCOV,-0.14,-0.13,-0.14,-0.09,-0.1,-0.1
AVGO,-0.21,-0.14,-0.39,-0.28,0.16,0.16
BVSN,0.06,0.07,-0.33,0.12,0.0,0.0
BWEN,-0.04,-0.06,-0.1,0.03,-0.21,-0.21
BPY,0.17,0.71,-0.02,-0.09,-0.08,-0.08
BRKS,-0.05,-0.05,-0.19,-0.05,0.07,0.06
BRKR,-0.03,-0.08,0.01,-0.04,-0.03,-0.03
BSQR,-0.03,0.03,-0.04,-0.01,-0.1,-0.1
BLDR,-0.01,-0.06,-0.0,-0.02,-0.01,-0.01
CHRW,-0.0,-0.02,-0.0,0.01,-0.01,-0.01
CCMP,-0.04,-0.1,-0.08,-0.11,-0.1,-0.04
CDNS,-0.1,-0.07,-0.13,-0.14,-0.21
CDZI,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21
CZR,-0.23,1.25,-1.04,0.4,-0.06,-0.06
CSTE,0.0,-0.02,-0.05,-0.06,0.02,0.02
CLBS,-0.8,-0.44,-1.91,-0.26,-0.26,-0.26
CAMP,-0.05,-0.05,-0.11,-0.1,-0.14,-0.14
CVGW,-0.03,-0.01,-0.03,-0.02,-0.01,-0.02
CALA,-0.02,-0.02,-0.02,-1.62,-3.14
CALM,-0.01,-0.02,-0.03,-0.02,-0.05,0.02
CLMT,-0.04,-0.01,-0.06,-0.12,-0.09,-0.03
CLXT,-0.03,-0.03,1.0,1.0,-13.0,-6.0
CAMT,-0.06,-0.03,-0.12,0.2,0.13,0.19
CGIX,-0.57,-0.5,-0.33,0.07,-0.24,-0.36
CPHC,-0.06,-0.06,-0.02,-0.02,-0.05,0.0
CPLP,-0.18,-0.42,-0.36,-0.43,-0.36,-0.42
CSWC,8.23,-8.7,11.89,5.14,3.43,3.46
CPTA,2.32,1.72,-0.88,-1.0,-0.67
CAPR,-3.0,-1.4,-0.33,-0.75,5.33,13.0
CARA,0.0,-1.0,-1.0,-3.0,-4.0,-4.0
CARB,-0.26,-0.26,-0.08,-0.15,-0.16,-0.16
CSII,-0.06,-0.06,-0.18,-0.11,-0.04,-0.05
CDLX,-0.05,-0.05,-0.05,-0.15,-0.39,-0.23
CATM,-0.14,-0.16,-0.14,-0.24,-0.25,-0.25
CDNA,0.15,-0.14,-0.54,-0.85,-0.56,-0.56
CECO,-0.08,0.09,-0.04,-0.02,-0.0,-0.0
CTRE,-0.51,-0.4,-0.33,-0.47,-0.26,-0.26
CARG,-0.26,-0.15,-0.07,-0.04,0.03,0.03
CRZO,-0.39,-3.57,-2.14,-0.45,-0.23,-0.23
TAST,-0.05,-0.08,-0.08,-0.02,-0.06,-0.06
CASA,0.0,0.16,-0.07,-0.02,-0.09,-0.09
CWST,-0.14,-0.15,-0.15,-0.22,-0.17,-0.17
CASY,-0.02,-0.02,-0.03,-0.04,-0.01,-0.03
CASI,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
CATB,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
CBIO,-1.5,-1.5,2.0,2.0,-2.0,-2.0
CATS,1.0,-11.0,-0.67,-1.71,-0.88,-0.46
CVCO,-0.05,-0.0,-0.02,-0.01,0.0,0.01
CBOE,-0.12,-0.06,-0.07,0.01,-0.04,-0.04
CDK,-0.02,-0.04,-0.04,-0.06,-0.04,-0.06
CDW,-0.02,0.01,-0.01,-0.02,-0.02,-0.02
CECE,-0.09,-0.01,-0.05,-0.26,-0.03,-0.03
CELG,-0.11,-0.1,-0.18,-0.18,-0.07,-0.07
CLDX,-4.0,-5.6,-2.29,0.54,-7.6,-7.6
CLLS,-1.96,-0.47,-0.77,-1.88,-0.85,-0.85
CBMG,-5.0,-2.33,-12.0,-12.0,-12.0,-12.0
CLSN,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
CELH,0.07,-0.06,-0.04,0.0,0.02,0.02
CYAD,0.02,0.02,0.02,0.11,-3.0,-5.33
CETX,0.1,-0.02,-0.03,0.02,-0.07,-0.16
CETXP,0.1,-0.02,-0.03,0.02,-0.07,-0.16
CDEV,-0.6,-1.19,-2.91,-0.43,-0.53,-0.53
CENT,-0.07,-0.03,-0.06,-0.02,0.0,-0.02
CENTA,-0.07,-0.03,-0.06,-0.02,-0.0
CENX,-0.04,-0.05,-0.22,-0.0,0.0,0.0
CNTY,-0.05,-0.06,-0.09,-0.08,-0.11,-0.11
CRNT,-0.05,-0.12,-0.04,-0.05,-0.0,-0.06
CERC,-0.06,-0.06,-0.06,-1.0,-0.04,-2.12
CERN,-0.09,-0.09,-0.11,-0.09,-0.15,-0.15
CERS,0.03,-0.15,-0.23,-0.18,-0.36,-0.36
KOOL,0.0,-0.06,-0.25,-0.75,-1.47,-0.14
CEVA,-0.14,-0.2,-0.22,-0.01,-0.08,-0.08
CSBR,-0.33,-0.33,-0.36,-0.27,0.0,-0.04
CYOU,-0.12,-0.07,0.0,-0.12,-0.16,-0.22
BURG,-0.25,-0.17,-0.17,-0.19,-0.15,-0.15
CTHR,0.29,-0.58,-0.39,-0.24,0.11,0.07
GTLS,0.02,-0.03,-0.29,-0.17,-0.02,-0.02
CHTR,-0.28,-0.27,-0.16,-0.05,-0.24,-0.24
CHKP,-0.11,-0.08,-0.16,-0.13,-0.17,-0.17
CKPT,-0.17,-0.17,-13.0,-4.0,-4.0,-9.0
CEMI,-0.03,0.11,-0.17,-0.33,-0.04,-0.06
CCXI,-0.06,-0.06,-6.58,0.16,-1.26,-1.26
CHKE,-0.1,0.0,-0.11,-0.49,-1.76,-2.12
CHFS,-2.12,-2.12,0.0,-0.25,-0.4,-0.4
CHMA,0.31,0.31,0.31,0.31,0.31,0.31
PLCE,-0.07,-0.06,-0.07,-0.05,-0.07,-0.05
CMRX,-3.0,-1.55,-2.0,-5.25,-2.14,-2.14
CADC,-0.49,0.16,-0.41,-0.27,-0.2,-0.16
CAAS,0.03,-0.03,-0.03,0.02,-0.14,-0.1
CBPO,-0.09,-0.07,-0.05,-0.09,0.05,0.05
CCCL,-0.06,-0.05,-0.52,-0.39,-0.1,-0.17
CCRC,-0.04,0.05,-0.02,0.03,0.07,0.12
HGSH,0.48,0.26,2.0,0.51,0.05,0.04
CJJD,-0.39,0.0,-0.03,-0.1,-0.16,-0.13
CLDC,-0.13,-0.13,-0.13,-0.23,-3.82,-125.0
CHNR,-4.51,2.12,-1.39,-1.39,-1.39,-1.39
CREG,1.37,2.75,-1.92,-1.92,-1.92,-1.92
CNTF,-0.04,-0.14,0.32,0.3,-0.6,-3.65
CXDC,0.02,-0.03,-0.14,0.01,-0.04,-0.01
